id,category_id,name,price,original_price,stock,sales,main_image,images,description,detail,status,created_at,update_time,cover_image,is_recommend,sale_count
385,13,新款女装947,969.88,16.03,55,418,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1006/800/800",这是第1号商品的描述,<p>这是第1号商品的详细描述</p>,1,"2025-04-07 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,925
386,6,高端男装105,271.69,18.26,16,121,https://picsum.photos/id/10/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1001/800/800",这是第2号商品的描述,<p>这是第2号商品的详细描述</p>,1,"2025-04-10 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,1,818
387,17,热销电脑455,813.63,767.16,3,118,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1006/800/800",这是第3号商品的描述,<p>这是第3号商品的详细描述</p>,1,"2025-04-20 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,1,652
388,18,热销手机665,275.74,450.57,55,12,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1006/800/800",这是第4号商品的描述,<p>这是第4号商品的详细描述</p>,1,"2025-04-03 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,321
389,14,高端女装734,23.52,1002.55,82,289,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/10/800/800",这是第5号商品的描述,<p>这是第5号商品的详细描述</p>,1,"2025-03-28 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,674
390,17,精品电脑957,841.17,374.56,59,633,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1005/800/800",这是第6号商品的描述,<p>这是第6号商品的详细描述</p>,1,"2025-04-04 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,310
391,15,热销电脑798,441.73,963.48,73,817,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1/800/800",这是第7号商品的描述,<p>这是第7号商品的详细描述</p>,1,"2025-03-30 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,770
392,12,精品男装171,779.57,455.22,51,984,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1/800/800",这是第8号商品的描述,<p>这是第8号商品的详细描述</p>,1,"2025-04-07 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,1,527
393,7,热销电脑24,418.25,1228.68,57,765,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1002/800/800",这是第9号商品的描述,<p>这是第9号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,1,904
394,11,精品女装432,383.29,743.98,24,812,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1006/800/800",这是第10号商品的描述,<p>这是第10号商品的详细描述</p>,1,"2025-04-13 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,1,902
395,12,热销女装202,359.14,206.48,17,669,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1006/800/800",这是第11号商品的描述,<p>这是第11号商品的详细描述</p>,1,"2025-04-20 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,0,637
396,18,新款电脑31,639.35,110.96,29,943,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1002/800/800",这是第12号商品的描述,<p>这是第12号商品的详细描述</p>,1,"2025-03-28 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,619
397,13,时尚童装66,40.34,1179.86,53,629,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1002/800/800",这是第13号商品的描述,<p>这是第13号商品的详细描述</p>,1,"2025-04-11 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,220
398,18,时尚电脑773,347.60,501.00,35,78,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/10/800/800",这是第14号商品的描述,<p>这是第14号商品的详细描述</p>,1,"2025-04-07 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,33
399,13,热销手机141,376.29,475.57,80,984,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1/800/800",这是第15号商品的描述,<p>这是第15号商品的详细描述</p>,1,"2025-03-31 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,475
400,7,精品电脑372,404.25,993.46,25,745,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1003/800/800",这是第16号商品的描述,<p>这是第16号商品的详细描述</p>,1,"2025-04-08 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,517
401,7,时尚电脑736,713.36,423.14,85,560,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1/800/800",这是第17号商品的描述,<p>这是第17号商品的详细描述</p>,1,"2025-03-31 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,700
402,9,时尚电脑756,340.71,528.04,79,976,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1004/800/800",这是第18号商品的描述,<p>这是第18号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,257
403,7,热销男装959,389.45,54.10,11,424,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1000/800/800",这是第19号商品的描述,<p>这是第19号商品的详细描述</p>,1,"2025-04-03 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,198
404,6,高端女装133,743.60,362.61,60,109,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1004/800/800",这是第20号商品的描述,<p>这是第20号商品的详细描述</p>,1,"2025-04-08 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,152
405,9,热销男装456,33.56,929.94,14,682,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1004/800/800",这是第21号商品的描述,<p>这是第21号商品的详细描述</p>,1,"2025-04-11 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,642
406,6,精品男装371,843.41,132.61,43,353,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/10/800/800",这是第22号商品的描述,<p>这是第22号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,0,949
407,14,精品童装587,505.13,841.47,71,35,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1000/800/800",这是第23号商品的描述,<p>这是第23号商品的详细描述</p>,1,"2025-03-27 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,312
408,18,热销男装435,675.91,75.43,14,927,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1/800/800",这是第24号商品的描述,<p>这是第24号商品的详细描述</p>,1,"2025-04-17 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,0,962
409,8,精品手机326,765.73,1073.79,97,187,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1002/800/800",这是第25号商品的描述,<p>这是第25号商品的详细描述</p>,1,"2025-03-24 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,137
410,15,精品男装876,971.62,269.30,43,507,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1000/800/800",这是第26号商品的描述,<p>这是第26号商品的详细描述</p>,1,"2025-03-29 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,938
411,9,高端电脑947,982.40,93.75,80,832,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1005/800/800",这是第27号商品的描述,<p>这是第27号商品的详细描述</p>,1,"2025-04-19 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,0,160
412,11,新款男装617,683.72,687.90,88,302,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1003/800/800,https://picsum.photos/id/10/800/800",这是第28号商品的描述,<p>这是第28号商品的详细描述</p>,1,"2025-04-05 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,678
413,13,热销男装443,992.94,727.47,7,788,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1000/800/800",这是第29号商品的描述,<p>这是第29号商品的详细描述</p>,1,"2025-04-09 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,0,343
414,10,热销电脑186,180.99,342.65,10,513,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1006/800/800",这是第30号商品的描述,<p>这是第30号商品的详细描述</p>,1,"2025-04-08 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,526
415,8,精品女装259,483.98,760.94,36,886,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1006/800/800",这是第31号商品的描述,<p>这是第31号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,626
416,9,精品男装573,445.94,542.65,97,613,https://picsum.photos/id/10/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1006/800/800",这是第32号商品的描述,<p>这是第32号商品的详细描述</p>,1,"2025-03-25 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,844
417,10,精品女装89,260.39,1142.67,14,58,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1/800/800",这是第33号商品的描述,<p>这是第33号商品的详细描述</p>,1,"2025-04-11 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,708
418,10,新款女装141,45.07,931.92,4,263,https://picsum.photos/id/10/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1006/800/800",这是第34号商品的描述,<p>这是第34号商品的详细描述</p>,1,"2025-04-13 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,811
419,7,精品男装182,885.72,1089.23,97,696,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1003/800/800",这是第35号商品的描述,<p>这是第35号商品的详细描述</p>,1,"2025-03-31 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,809
420,15,精品手机86,485.52,175.39,94,909,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1006/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/100/800/800",这是第36号商品的描述,<p>这是第36号商品的详细描述</p>,1,"2025-04-05 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,198
421,9,新款女装962,725.51,868.36,12,241,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/100/800/800",这是第37号商品的描述,<p>这是第37号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,701
422,14,精品手机124,739.77,374.02,82,54,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1004/800/800",这是第38号商品的描述,<p>这是第38号商品的详细描述</p>,1,"2025-03-27 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,318
423,18,新款电脑135,76.81,1111.81,49,108,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1004/800/800",这是第39号商品的描述,<p>这是第39号商品的详细描述</p>,1,"2025-04-13 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,235
424,8,精品电脑972,902.42,682.64,45,551,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1003/800/800",这是第40号商品的描述,<p>这是第40号商品的详细描述</p>,1,"2025-04-03 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,0,201
425,6,高端电脑297,63.86,483.32,56,602,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1/800/800",这是第41号商品的描述,<p>这是第41号商品的详细描述</p>,1,"2025-03-30 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,827
426,15,精品女装909,404.50,306.15,84,841,https://picsum.photos/id/1003/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1001/800/800",这是第42号商品的描述,<p>这是第42号商品的详细描述</p>,1,"2025-03-25 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,534
427,16,精品男装492,270.25,991.06,49,263,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1004/800/800",这是第43号商品的描述,<p>这是第43号商品的详细描述</p>,1,"2025-04-19 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,265
428,18,时尚童装210,579.16,300.28,72,146,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/100/800/800",这是第44号商品的描述,<p>这是第44号商品的详细描述</p>,1,"2025-03-29 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,455
429,16,新款女装172,17.26,636.32,30,826,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1003/800/800",这是第45号商品的描述,<p>这是第45号商品的详细描述</p>,1,"2025-04-21 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,395
430,16,时尚手机213,76.63,806.21,28,594,https://picsum.photos/id/10/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/10/800/800",这是第46号商品的描述,<p>这是第46号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,903
431,14,新款女装751,687.46,222.09,43,821,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1002/800/800",这是第47号商品的描述,<p>这是第47号商品的详细描述</p>,1,"2025-04-08 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,734
432,9,热销男装955,252.71,407.19,23,981,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1/800/800",这是第48号商品的描述,<p>这是第48号商品的详细描述</p>,1,"2025-04-11 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,916
433,11,精品电脑756,157.66,619.18,23,379,https://picsum.photos/id/10/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1003/800/800",这是第49号商品的描述,<p>这是第49号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,385
434,7,精品电脑117,687.02,87.03,19,132,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1000/800/800",这是第50号商品的描述,<p>这是第50号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,621
435,18,时尚童装269,812.38,314.64,18,576,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/10/800/800",这是第51号商品的描述,<p>这是第51号商品的详细描述</p>,1,"2025-04-18 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,373
436,11,热销男装912,280.61,737.02,73,709,https://picsum.photos/id/1000/800/800,"https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/100/800/800",这是第52号商品的描述,<p>这是第52号商品的详细描述</p>,1,"2025-04-20 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,834
437,17,热销电脑24,254.12,186.89,81,896,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1001/800/800",这是第53号商品的描述,<p>这是第53号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,250
438,6,高端女装425,957.54,632.72,81,85,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1003/800/800",这是第54号商品的描述,<p>这是第54号商品的详细描述</p>,1,"2025-03-25 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,754
439,17,精品童装410,808.82,982.89,58,111,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1002/800/800",这是第55号商品的描述,<p>这是第55号商品的详细描述</p>,1,"2025-04-10 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,595
440,14,新款男装638,873.33,550.58,71,726,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1006/800/800",这是第56号商品的描述,<p>这是第56号商品的详细描述</p>,1,"2025-04-10 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,271
441,7,新款电脑956,835.78,339.01,11,546,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/100/800/800",这是第57号商品的描述,<p>这是第57号商品的详细描述</p>,1,"2025-03-24 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,368
442,17,时尚男装104,235.86,989.55,80,662,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1006/800/800",这是第58号商品的描述,<p>这是第58号商品的详细描述</p>,1,"2025-04-12 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,928
443,14,精品手机675,210.34,1144.33,61,131,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1004/800/800",这是第59号商品的描述,<p>这是第59号商品的详细描述</p>,1,"2025-04-04 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,744
444,17,精品男装214,888.39,924.53,15,860,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1/800/800",这是第60号商品的描述,<p>这是第60号商品的详细描述</p>,1,"2025-04-07 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,402
445,12,时尚童装880,941.60,88.65,30,23,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1003/800/800",这是第61号商品的描述,<p>这是第61号商品的详细描述</p>,1,"2025-03-28 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,215
446,13,精品童装427,870.37,87.76,31,474,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1001/800/800",这是第62号商品的描述,<p>这是第62号商品的详细描述</p>,1,"2025-04-13 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,317
447,14,精品手机457,220.97,883.08,7,889,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1/800/800",这是第63号商品的描述,<p>这是第63号商品的详细描述</p>,1,"2025-04-04 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/24/800/800,0,916
448,15,时尚男装387,553.34,676.31,57,101,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1005/800/800",这是第64号商品的描述,<p>这是第64号商品的详细描述</p>,1,"2025-03-30 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,326
449,9,精品男装43,138.73,598.82,48,790,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1001/800/800,https://picsum.photos/id/1005/800/800",这是第65号商品的描述,<p>这是第65号商品的详细描述</p>,1,"2025-03-31 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,0,312
450,9,高端女装822,500.26,22.97,77,175,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1/800/800,https://picsum.photos/id/1004/800/800",这是第66号商品的描述,<p>这是第66号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/22/800/800,0,339
451,12,新款手机153,918.34,174.73,5,608,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/100/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1004/800/800",这是第67号商品的描述,<p>这是第67号商品的详细描述</p>,1,"2025-04-10 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/25/800/800,0,714
452,10,高端童装931,219.75,336.82,64,171,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1004/800/800",这是第68号商品的描述,<p>这是第68号商品的详细描述</p>,1,"2025-04-01 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,348
453,13,新款电脑446,485.47,88.81,12,40,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1006/800/800,https://picsum.photos/id/1005/800/800",这是第69号商品的描述,<p>这是第69号商品的详细描述</p>,1,"2025-04-09 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,764
454,11,热销男装926,293.44,771.64,2,941,https://picsum.photos/id/1003/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1000/800/800",这是第70号商品的描述,<p>这是第70号商品的详细描述</p>,1,"2025-04-02 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/23/800/800,0,288
455,11,时尚手机166,578.57,428.31,59,552,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1005/800/800",这是第71号商品的描述,<p>这是第71号商品的详细描述</p>,1,"2025-03-28 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/21/800/800,0,616
456,13,热销男装748,366.28,691.02,78,857,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1003/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1000/800/800",这是第72号商品的描述,<p>这是第72号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,398
457,7,精品男装677,91.64,474.65,11,622,https://picsum.photos/id/1004/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1004/800/800",这是第73号商品的描述,<p>这是第73号商品的详细描述</p>,1,"2025-04-14 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/29/800/800,0,965
458,6,精品男装472,292.67,22.27,92,72,https://picsum.photos/id/1002/800/800,"https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1005/800/800,https://picsum.photos/id/1001/800/800",这是第74号商品的描述,<p>这是第74号商品的详细描述</p>,1,"2025-04-02 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,150
459,14,热销电脑393,363.47,783.20,92,768,https://picsum.photos/id/1/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1000/800/800",这是第75号商品的描述,<p>这是第75号商品的详细描述</p>,1,"2025-03-27 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/20/800/800,0,447
460,13,新款手机563,598.37,350.75,23,336,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/10/800/800",这是第76号商品的描述,<p>这是第76号商品的详细描述</p>,1,"2025-03-29 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/28/800/800,0,761
461,10,高端童装903,62.03,677.88,33,902,https://picsum.photos/id/1001/800/800,"https://picsum.photos/id/1000/800/800,https://picsum.photos/id/100/800/800,https://picsum.photos/id/1000/800/800",这是第77号商品的描述,<p>这是第77号商品的详细描述</p>,1,"2025-04-21 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,169
462,14,热销手机396,58.34,70.43,43,831,https://picsum.photos/id/1005/800/800,"https://picsum.photos/id/1/800/800,https://picsum.photos/id/10/800/800,https://picsum.photos/id/1002/800/800",这是第78号商品的描述,<p>这是第78号商品的详细描述</p>,1,"2025-04-17 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,376
463,10,高端女装429,62.82,1221.20,73,489,https://picsum.photos/id/100/800/800,"https://picsum.photos/id/1004/800/800,https://picsum.photos/id/1002/800/800,https://picsum.photos/id/1001/800/800",这是第79号商品的描述,<p>这是第79号商品的详细描述</p>,1,"2025-04-02 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/26/800/800,0,19
464,7,精品手机934,841.96,480.89,13,260,https://picsum.photos/id/1006/800/800,"https://picsum.photos/id/10/800/800,https://picsum.photos/id/1000/800/800,https://picsum.photos/id/1001/800/800",这是第80号商品的描述,<p>这是第80号商品的详细描述</p>,1,"2025-03-24 18:43:52","2025-04-22 18:43:52",https://picsum.photos/id/27/800/800,0,600
